mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.11,"11km SSW of Valencia, CA",1652282089120,1652291980281,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256272&format=geojson,,,,,reviewed,0,19,ci,40256272,",ci40256272,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.03186,0.22,90.0,ml,earthquake,"M 1.1 - 11km SSW of Valencia, CA"
-1.46,"12 km W of Akutan, Alaska",1652281513490,1652335310850,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058223&format=geojson,,,,,reviewed,0,0,av,91058223,",av91058223,",",av,",",origin,phase-data,",6.0,,0.22,92.0,ml,earthquake,"M -1.5 - 12 km W of Akutan, Alaska"
2.4,"34 km NNW of Toyah, Texas",1652281387533,1652346988092,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022jere,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022jere&format=geojson,,,,,reviewed,0,89,tx,2022jere,",tx2022jere,",",tx,",",origin,phase-data,",11.0,0.1042575036,0.2,61.0,ml,earthquake,"M 2.4 - 34 km NNW of Toyah, Texas"
0.9,"10 km W of Point MacKenzie, Alaska",1652280681747,1652280795633,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260w1icu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260w1icu&format=geojson,,,,,automatic,0,12,ak,02260w1icu,",ak02260w1icu,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 0.9 - 10 km W of Point MacKenzie, Alaska"
0.84,"6km NW of The Geysers, CA",1652280600230,1652286563199,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732166&format=geojson,,,,,automatic,0,11,nc,73732166,",nc73732166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.009382,0.01,61.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
0.43,"13km WNW of Anza, CA",1652280130510,1652454439235,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256264,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256264&format=geojson,,,,,reviewed,0,3,ci,40256264,",ci40256264,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0333,0.09,93.0,ml,earthquake,"M 0.4 - 13km WNW of Anza, CA"
2.28,"10km SSW of Valencia, CA",1652279792960,1652290549460,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256256&format=geojson,,,,,reviewed,0,80,ci,40256256,",ci40256256,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",84.0,0.03522,0.22,21.0,ml,earthquake,"M 2.3 - 10km SSW of Valencia, CA"
2.3,"21 km NW of Stanton, Texas",1652279701687,1652424589210,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022jeqg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022jeqg&format=geojson,,,,,reviewed,0,81,tx,2022jeqg,",tx2022jeqg,",",tx,",",origin,phase-data,",14.0,0.047644207,0.1,63.0,ml,earthquake,"M 2.3 - 21 km NW of Stanton, Texas"
4.1,"36 km S of Jurm, Afghanistan",1652279692608,1652687736040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8ll,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8ll&format=geojson,,,,,reviewed,0,259,us,7000h8ll,",us7000h8ll,",",us,",",origin,phase-data,",,0.614,0.57,75.0,mb,earthquake,"M 4.1 - 36 km S of Jurm, Afghanistan"
0.74,"7km W of Cobb, CA",1652279413340,1652284041977,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732156&format=geojson,,,,,automatic,0,8,nc,73732156,",nc73732156,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.008684,0.03,74.0,md,earthquake,"M 0.7 - 7km W of Cobb, CA"
0.0,"51 km ESE of Beatty, Nevada",1652279384014,1652323074205,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838724,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838724&format=geojson,,,,,reviewed,0,0,nn,00838724,",nn00838724,",",nn,",",origin,phase-data,",8.0,0.052,0.07,110.16,ml,earthquake,"M 0.0 - 51 km ESE of Beatty, Nevada"
0.45,"3km W of Cobb, CA",1652279092620,1652282475815,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732151&format=geojson,,,,,automatic,0,3,nc,73732151,",nc73732151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01032,0.01,123.0,md,earthquake,"M 0.5 - 3km W of Cobb, CA"
5.2,"43 km ESE of Port-Olry, Vanuatu",1652278814863,1652363221040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8li,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8li&format=geojson,,,,,reviewed,0,416,us,7000h8li,",us7000h8li,",",us,",",origin,phase-data,",,0.319,0.85,42.0,mww,earthquake,"M 5.2 - 43 km ESE of Port-Olry, Vanuatu"
2.29,"8 km E of P?hala, Hawaii",1652278632720,1652680837040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009462,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009462&format=geojson,,,,,automatic,0,81,hv,73009462,",us7000h8lg,hv73009462,",",us,hv,",",origin,phase-data,",42.0,,0.129999995,161.0,ml,earthquake,"M 2.3 - 8 km E of P?hala, Hawaii"
0.9,"29 km SSE of Mina, Nevada",1652278526448,1652323072074,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838720,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838720&format=geojson,,,,,reviewed,0,12,nn,00838720,",nn00838720,",",nn,",",origin,phase-data,",13.0,0.015,0.0833,137.47,ml,earthquake,"M 0.9 - 29 km SSE of Mina, Nevada"
2.64,"7 km SSE of P?hala, Hawaii",1652278273080,1652302951180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009452&format=geojson,,,,,reviewed,0,107,hv,73009452,",hv73009452,",",hv,",",origin,phase-data,",51.0,,0.12,169.0,md,earthquake,"M 2.6 - 7 km SSE of P?hala, Hawaii"
4.9,Banda Sea,1652278127786,1652279145040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8ld,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8ld&format=geojson,,,,,reviewed,0,369,us,7000h8ld,",us7000h8ld,",",us,",",origin,phase-data,",,1.859,0.44,40.0,mww,earthquake,M 4.9 - Banda Sea
1.48,"11km SW of Valencia, CA",1652277949950,1652288863221,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256232&format=geojson,,,,,reviewed,0,34,ci,40256232,",ci40256232,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.03647,0.23,90.0,ml,earthquake,"M 1.5 - 11km SW of Valencia, CA"
0.55,"55 km NE of Kenny Lake, Alaska",1652277458440,1652334688570,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058218,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058218&format=geojson,,,,,reviewed,0,5,av,91058218,",av91058218,",",av,",",origin,phase-data,",4.0,,0.11,231.0,ml,earthquake,"M 0.6 - 55 km NE of Kenny Lake, Alaska"
0.37,"4km W of Cobb, CA",1652277244030,1652699290633,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732141&format=geojson,,,,,reviewed,0,2,nc,73732141,",nc73732141,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.008984,0.03,197.0,md,earthquake,"M 0.4 - 4km W of Cobb, CA"
1.7,"17 km S of Whittier, Alaska",1652276887868,1652277060491,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260vfej6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260vfej6&format=geojson,,,,,automatic,0,44,ak,02260vfej6,",ak02260vfej6,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.7 - 17 km S of Whittier, Alaska"
1.5,"35 km S of Silver Gate, Montana",1652276315310,1652310943470,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60497327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60497327&format=geojson,4.0,2.2,,,reviewed,0,35,uu,60497327,",uu60497327,",",uu,",",dyfi,origin,phase-data,",7.0,0.09678,0.16,99.0,md,earthquake,"M 1.5 - 35 km S of Silver Gate, Montana"
0.83,"14km NNE of Cabazon, CA",1652276125770,1652454517085,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256216&format=geojson,,,,,reviewed,0,11,ci,40256216,",ci40256216,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.0669,0.13,150.0,ml,earthquake,"M 0.8 - 14km NNE of Cabazon, CA"
4.22,"36 km S of Silver Gate, Montana",1652275922230,1652723387647,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60497322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60497322&format=geojson,51.0,4.6,4.398,green,reviewed,0,297,uu,60497322,",uu60497322,us7000h8kv,",",uu,us,",",dyfi,losspager,origin,phase-data,shakemap,",29.0,0.07345,0.22,113.0,ml,earthquake,"M 4.2 - 36 km S of Silver Gate, Montana"
4.3,"92 km W of San Antonio de los Cobres, Argentina",1652275336381,1652456777040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8ku,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8ku&format=geojson,,,,,reviewed,0,284,us,7000h8ku,",us7000h8ku,",",us,",",origin,phase-data,",,1.558,0.95,88.0,mwr,earthquake,"M 4.3 - 92 km W of San Antonio de los Cobres, Argentina"
1.97,"11km SW of Valencia, CA",1652275145500,1652287197390,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256208&format=geojson,,,,,reviewed,0,60,ci,40256208,",ci40256208,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",58.0,0.03833,0.23,75.0,ml,earthquake,"M 2.0 - 11km SW of Valencia, CA"
0.7,"11km E of Coso Junction, CA",1652274701330,1652454545834,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256200,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256200&format=geojson,,,,,reviewed,0,8,ci,40256200,",ci40256200,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.0531,0.03,107.0,ml,earthquake,"M 0.7 - 11km E of Coso Junction, CA"
1.3,"45 km WNW of Anchor Point, Alaska",1652274550790,1652297085729,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260v71ix,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260v71ix&format=geojson,,,,,reviewed,0,26,ak,02260v71ix,",ak02260v71ix,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.3 - 45 km WNW of Anchor Point, Alaska"
-0.53,"67 km NE of Nikolski, Alaska",1652273644250,1652334342830,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058208&format=geojson,,,,,reviewed,0,0,av,91058208,",av91058208,",",av,",",origin,phase-data,",5.0,,0.14,277.0,ml,earthquake,"M -0.5 - 67 km NE of Nikolski, Alaska"
1.82,"10km SSW of Valencia, CA",1652273236530,1652285200050,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256192&format=geojson,0.0,1.0,,,reviewed,0,51,ci,40256192,",ci40256192,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",71.0,0.03415,0.25,33.0,ml,earthquake,"M 1.8 - 10km SSW of Valencia, CA"
0.97,"2km NE of Danville, CA",1652273166900,1652745851412,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732136&format=geojson,,,,,reviewed,0,14,nc,73732136,",nc73732136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.0247,0.06,136.0,md,earthquake,"M 1.0 - 2km NE of Danville, CA"
0.93,"23km WSW of Ocotillo Wells, CA",1652273047250,1652454622410,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256184&format=geojson,,,,,reviewed,0,13,ci,40256184,",ci40256184,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.08101,0.2,62.0,ml,earthquake,"M 0.9 - 23km WSW of Ocotillo Wells, CA"
2.3,"50 km SSE of Whites City, New Mexico",1652271605292,1652348713454,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022jelv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022jelv&format=geojson,,,,,reviewed,0,81,tx,2022jelv,",tx2022jelv,",",tx,",",origin,phase-data,",12.0,0.02943183801,0.1,68.0,ml,earthquake,"M 2.3 - 50 km SSE of Whites City, New Mexico"
1.9,"39 km SSW of Trapper Creek, Alaska",1652271484673,1652271621297,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260unj6q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260unj6q&format=geojson,,,,,automatic,0,56,ak,02260unj6q,",ak02260unj6q,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.9 - 39 km SSW of Trapper Creek, Alaska"
4.5,"69 km SSW of Vinchina, Argentina",1652271331475,1652273389040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8kn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8kn&format=geojson,,,,,reviewed,0,312,us,7000h8kn,",us7000h8kn,",",us,",",origin,phase-data,",,1.514,0.48,101.0,mb,earthquake,"M 4.5 - 69 km SSW of Vinchina, Argentina"
0.5,"12 km SSE of Mogul, Nevada",1652271218939,1652323093381,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838749,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838749&format=geojson,,,,,reviewed,0,4,nn,00838749,",nn00838749,",",nn,",",origin,phase-data,",12.0,0.076,0.1298,60.28,ml,earthquake,"M 0.5 - 12 km SSE of Mogul, Nevada"
1.85000002,"4 km E of P?hala, Hawaii",1652271206580,1652271406010,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009357&format=geojson,,,,,automatic,0,53,hv,73009357,",hv73009357,",",hv,",",origin,phase-data,",32.0,,0.100000001,141.0,md,earthquake,"M 1.9 - 4 km E of P?hala, Hawaii"
4.3,"21 km N of Labuan, Indonesia",1652271064550,1652272343040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8km,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8km&format=geojson,,,,,reviewed,0,284,us,7000h8km,",us7000h8km,",",us,",",origin,phase-data,",,2.193,0.76,69.0,mb,earthquake,"M 4.3 - 21 km N of Labuan, Indonesia"
0.92,"5km W of Cobb, CA",1652270754620,1652279236518,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732131&format=geojson,,,,,automatic,0,13,nc,73732131,",nc73732131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.007349,0.11,155.0,md,earthquake,"M 0.9 - 5km W of Cobb, CA"
0.9,"17 km W of Point MacKenzie, Alaska",1652270607630,1652283616301,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260ukd4f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260ukd4f&format=geojson,,,,,reviewed,0,12,ak,02260ukd4f,",ak02260ukd4f,",",ak,",",origin,phase-data,",,,0.25,,ml,earthquake,"M 0.9 - 17 km W of Point MacKenzie, Alaska"
1.2,"40 km NNW of Glacier View, Alaska",1652270318302,1652270904398,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260uaque,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260uaque&format=geojson,,,,,automatic,0,22,ak,02260uaque,",ak02260uaque,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.2 - 40 km NNW of Glacier View, Alaska"
1.63,"10km SSW of Valencia, CA",1652270008380,1652296240860,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256176&format=geojson,,,,,reviewed,0,41,ci,40256176,",ci40256176,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.0316,0.22,80.0,ml,earthquake,"M 1.6 - 10km SSW of Valencia, CA"
4.5,"30 km W of Tomohon, Indonesia",1652269958988,1652271485040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8kk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8kk&format=geojson,,,,,reviewed,0,312,us,7000h8kk,",us7000h8kk,",",us,",",origin,phase-data,",,2.879,0.77,78.0,mb,earthquake,"M 4.5 - 30 km W of Tomohon, Indonesia"
1.4,"11km SSW of Valencia, CA",1652269930240,1652393373520,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256168&format=geojson,,,,,reviewed,0,30,ci,40256168,",ci40256168,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.03564,0.23,90.0,ml,earthquake,"M 1.4 - 11km SSW of Valencia, CA"
0.86,"14km ESE of Olancha, CA",1652269360670,1652282665726,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256160,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256160&format=geojson,,,,,reviewed,0,11,ci,40256160,",ci40256160,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.09963,0.11,66.0,ml,earthquake,"M 0.9 - 14km ESE of Olancha, CA"
1.6,"13km SE of Olancha, CA",1652268937920,1652295507846,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37416620,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37416620&format=geojson,,,,,reviewed,0,39,ci,37416620,",ci37416620,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1013,0.12,132.0,ml,earthquake,"M 1.6 - 13km SE of Olancha, CA"
1.56,"13km ESE of Olancha, CA",1652268934750,1652294716140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256152&format=geojson,,,,,reviewed,0,37,ci,40256152,",ci40256152,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",22.0,0.1064,0.14,69.0,ml,earthquake,"M 1.6 - 13km ESE of Olancha, CA"
0.93,"14 km E of Hebgen Lake Estates, Montana",1652268933790,1652274929130,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60497312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60497312&format=geojson,,,,,reviewed,0,13,uu,60497312,",uu60497312,",",uu,",",origin,phase-data,",13.0,0.02489,0.15,148.0,ml,earthquake,"M 0.9 - 14 km E of Hebgen Lake Estates, Montana"
1.01,"29km N of Searles Valley, CA",1652268356160,1652274532219,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256136&format=geojson,,,,,reviewed,0,16,ci,40256136,",ci40256136,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1595,0.13,186.0,ml,earthquake,"M 1.0 - 29km N of Searles Valley, CA"
0.36,"8km NW of The Geysers, CA",1652267256710,1652268796476,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732116&format=geojson,,,,,automatic,0,2,nc,73732116,",nc73732116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.008904,0.03,117.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
1.5,"36 km WSW of Petersville, Alaska",1652267100971,1652267406213,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260tzb01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260tzb01&format=geojson,,,,,automatic,0,35,ak,02260tzb01,",ak02260tzb01,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 1.5 - 36 km WSW of Petersville, Alaska"
1.5,"37 km E of Denali National Park, Alaska",1652266997741,1652267516681,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260tywv4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260tywv4&format=geojson,,,,,automatic,0,35,ak,02260tywv4,",ak02260tywv4,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.5 - 37 km E of Denali National Park, Alaska"
1.1,"14km N of Borrego Springs, CA",1652266753540,1652291915940,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40256120,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40256120&format=geojson,,,,,reviewed,0,19,ci,40256120,",ci40256120,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",47.0,0.04837,0.2,58.0,ml,earthquake,"M 1.1 - 14km N of Borrego Springs, CA"
1.79999995,"25 km N of P?hala, Hawaii",1652266620680,1652266818170,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73009312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73009312&format=geojson,,,,,automatic,0,50,hv,73009312,",hv73009312,",",hv,",",origin,phase-data,",37.0,,0.150000006,62.0,md,earthquake,"M 1.8 - 25 km N of P?hala, Hawaii"
3.21,"44 km NNW of San Antonio, Puerto Rico",1652266583840,1652268518660,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71348433,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71348433&format=geojson,,,,,reviewed,0,159,pr,71348433,",pr71348433,",",pr,",",origin,phase-data,",15.0,,0.3,189.0,md,earthquake,"M 3.2 - 44 km NNW of San Antonio, Puerto Rico"
1.1,"32 km SE of Mina, Nevada",1652266342766,1652266570430,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838717,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838717&format=geojson,,,,,automatic,0,19,nn,00838717,",nn00838717,",",nn,",",origin,phase-data,",12.0,0.067,0.0853,161.9,ml,earthquake,"M 1.1 - 32 km SE of Mina, Nevada"
1.32,"7 km NW of Seattle, Washington",1652266135220,1652287472480,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61830387&format=geojson,,,,,reviewed,0,27,uw,61830387,",uw61830387,",",uw,",",origin,phase-data,",16.0,0.08054,0.25,75.0,ml,earthquake,"M 1.3 - 7 km NW of Seattle, Washington"
1.27,"8km WNW of Cobb, CA",1652266096310,1652926390927,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732111&format=geojson,,,,,reviewed,0,25,nc,73732111,",nc73732111,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",36.0,0.0106,0.03,60.0,md,earthquake,"M 1.3 - 8km WNW of Cobb, CA"
0.94,"8km NW of The Geysers, CA",1652265835280,1652272880910,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73732106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73732106&format=geojson,,,,,automatic,0,14,nc,73732106,",nc73732106,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.01187,0.03,59.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
0.3,"6 km WNW of Moose Wilson Road, Wyoming",1652265285410,1652313910010,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80545634,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80545634&format=geojson,,,,,reviewed,0,1,mb,80545634,",mb80545634,",",mb,",",origin,phase-data,",6.0,0.069,0.08,113.0,ml,earthquake,"M 0.3 - 6 km WNW of Moose Wilson Road, Wyoming"
0.37,"10 km NNE of Ashford, Washington",1652265132600,1652287989590,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61830382&format=geojson,,,,,reviewed,0,2,uw,61830382,",uw61830382,",",uw,",",origin,phase-data,",13.0,0.003121,0.1,179.0,ml,earthquake,"M 0.4 - 10 km NNE of Ashford, Washington"
2.11,"12 km SSE of Indios, Puerto Rico",1652265076790,1652266115700,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71348423,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71348423&format=geojson,,,,,reviewed,0,68,pr,71348423,",pr71348423,",",pr,",",origin,phase-data,",6.0,,0.25,242.0,md,earthquake,"M 2.1 - 12 km SSE of Indios, Puerto Rico"
1.4,"84 km WNW of Karluk, Alaska",1652264712221,1652266346600,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260ti6l2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260ti6l2&format=geojson,,,,,automatic,0,30,ak,02260ti6l2,",ak02260ti6l2,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.4 - 84 km WNW of Karluk, Alaska"
1.5,"77 km WNW of Karluk, Alaska",1652264306911,1652264984102,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260tgppf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260tgppf&format=geojson,,,,,automatic,0,35,ak,02260tgppf,",ak02260tgppf,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.5 - 77 km WNW of Karluk, Alaska"
1.4,"76 km WNW of Karluk, Alaska",1652264262491,1652265067098,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260tgj6x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260tgj6x&format=geojson,,,,,automatic,0,30,ak,02260tgj6x,",ak02260tgj6x,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.4 - 76 km WNW of Karluk, Alaska"
-0.31,"26 km W of Dutch Harbor, Alaska",1652264232510,1652331518360,,https://earthquake.usgs.gov/earthquakes/eventpage/av91058193,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91058193&format=geojson,,,,,reviewed,0,0,av,91058193,",av91058193,",",av,",",origin,phase-data,",5.0,,0.1,228.0,ml,earthquake,"M -0.3 - 26 km W of Dutch Harbor, Alaska"
1.5,"83 km WNW of Karluk, Alaska",1652264184967,1652264983355,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02260tga4g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02260tga4g&format=geojson,,,,,automatic,0,35,ak,02260tga4g,",ak02260tga4g,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.5 - 83 km WNW of Karluk, Alaska"
